mechanism,mean_sigma,ci_low,ci_high,reduction_pct
adaptive,0.0010430183039261327,0.0009138682709803765,0.0011796425949353853,14.367993332876063
flat,0.0010657523520822081,0.0009300527345368024,0.0012093294262364564,12.501523534653193
linear,0.0011570918877896093,0.0010264006446028353,0.001309847369436542,5.002529795783861
off,0.0012180238961123995,0.001060399659874541,0.0013692665542717546,0.0
