vol_annualized,kurtosis,mean_tau,p95_tau,avg_r,mechanism,delta,L,seed,p_burst,burst_amp
0.0006874417235483203,-0.24124290401972148,0.0,0.0,1.0018182314565327,off,5,10.0,21,0.0,1.0
0.0006868555222188964,-0.19728368751778813,0.0,0.0,0.998328945795401,off,5,10.0,22,0.0,1.0
0.0006821297327269764,-0.36561748374048575,0.0,0.0,1.0034445111771728,off,5,10.0,23,0.0,1.0
0.0006861510111078174,-0.19821039958862974,0.0,0.0,1.0016749806000143,off,5,10.0,24,0.0,1.0
0.0006825684432121712,-0.32741243250178576,0.0,0.0,1.0025162201434048,off,5,10.0,25,0.0,1.0
0.000682552063052734,-0.3288231499489416,0.0,0.0,1.0016900962261859,off,5,10.0,26,0.0,1.0
0.0006875142820996865,-0.1864658542514781,0.0,0.0,0.9981703710675465,off,5,10.0,27,0.0,1.0
0.0006820763205881193,-0.3126738990721738,0.0,0.0,0.999689195588461,off,5,10.0,28,0.0,1.0
0.0006829473926214483,-0.3323936593655339,0.0,0.0,0.9978556100908942,off,5,10.0,29,0.0,1.0
0.0006844269046001652,-0.2847489490307873,0.0,0.0,1.000435291865667,off,5,10.0,30,0.0,1.0
0.001186898954730118,-0.2337779313282935,0.0,0.0,1.0001489209843444,off,15,10.0,1,0.0,1.0
0.0011819759136782724,-0.21350527017629295,0.0,0.0,0.999964492701921,off,15,10.0,2,0.0,1.0
0.0011820773139659079,-0.29732071975357766,0.0,0.0,1.0001536571659757,off,15,10.0,3,0.0,1.0
0.0011783296939647733,-0.3450359735695985,0.0,0.0,1.0028970653411529,off,15,10.0,4,0.0,1.0
0.0011844905300849387,-0.2405748422841465,0.0,0.0,1.0027743183704125,off,15,10.0,5,0.0,1.0
0.0011832480066843612,-0.30420269890041274,0.0,0.0,1.000303728780016,off,15,10.0,6,0.0,1.0
0.0011813620154340876,-0.3972586057078251,0.0,0.0,1.0012686996399631,off,15,10.0,7,0.0,1.0
0.0011779850290750853,-0.3411814361175014,0.0,0.0,0.9994950537735282,off,15,10.0,8,0.0,1.0
0.0011878844286205873,-0.3279168516811968,0.0,0.0,0.9981885361970158,off,15,10.0,9,0.0,1.0
0.0011860882089895543,-0.25336709446478567,0.0,0.0,1.000419455546735,off,15,10.0,10,0.0,1.0
0.00118250291073848,-0.22871996925355376,0.0,0.0,0.9991805306629636,off,15,10.0,11,0.0,1.0
0.0011881624805692784,-0.27063464102106405,0.0,0.0,1.0000339497091721,off,15,10.0,12,0.0,1.0
0.001185790043915073,-0.2732911387524246,0.0,0.0,1.0012766530040704,off,15,10.0,13,0.0,1.0
0.0011868280312028418,-0.40746425257667873,0.0,0.0,1.00160456711322,off,15,10.0,14,0.0,1.0
0.0011853636708813917,-0.28535893999048456,0.0,0.0,0.9943489430077457,off,15,10.0,15,0.0,1.0
0.0011851202076940304,-0.23008879214546019,0.0,0.0,1.0007091526496374,off,15,10.0,16,0.0,1.0
0.0011958722127394616,-0.22931356873923958,0.0,0.0,0.9992944258414965,off,15,10.0,17,0.0,1.0
0.0011842465446185984,-0.35714179811115665,0.0,0.0,1.0037557711360783,off,15,10.0,18,0.0,1.0
0.0011838418694508006,-0.37288023868276454,0.0,0.0,0.9992563534867375,off,15,10.0,19,0.0,1.0
0.0011840369203829112,-0.3373947487790643,0.0,0.0,1.0035526180898044,off,15,10.0,20,0.0,1.0
0.0011916437476676759,-0.240881778451989,0.0,0.0,1.001138405432218,off,15,10.0,21,0.0,1.0
0.0011879706627076912,-0.1970379694816362,0.0,0.0,0.9967011866065093,off,15,10.0,22,0.0,1.0
0.001179008243661334,-0.36597619446138685,0.0,0.0,1.0038481814552287,off,15,10.0,23,0.0,1.0
0.0011872758492127225,-0.1979412323966505,0.0,0.0,1.0027614037505022,off,15,10.0,24,0.0,1.0
0.0011829903985162856,-0.3273738665932391,0.0,0.0,1.0003048545677233,off,15,10.0,25,0.0,1.0
0.0011800130698230236,-0.3288656468216531,0.0,0.0,1.0018378560917907,off,15,10.0,26,0.0,1.0
0.0011872222439148537,-0.1867164354816131,0.0,0.0,0.9960419023935467,off,15,10.0,27,0.0,1.0
0.0011839566826490036,-0.3125850503956902,0.0,0.0,1.0001254743615395,off,15,10.0,28,0.0,1.0
0.0011835890165832487,-0.3324284339972552,0.0,0.0,0.998118145463078,off,15,10.0,29,0.0,1.0
0.0011846699786531014,-0.28495972625946964,0.0,0.0,0.9998856819463502,off,15,10.0,30,0.0,1.0
0.0023977529327615437,-0.23511406852795647,0.0,0.0,0.9994746838425422,off,60,10.0,1,0.0,1.0
0.0023648870388978957,-0.21373692893914864,0.0,0.0,1.0002419075331193,off,60,10.0,2,0.0,1.0
0.0023398394226825125,-0.2953672358439263,0.0,0.0,0.9993936551452828,off,60,10.0,3,0.0,1.0
0.002351631948997927,-0.3451348440557571,0.0,0.0,1.002619971626171,off,60,10.0,4,0.0,1.0
0.0023644207517496347,-0.23962307547013895,0.0,0.0,1.0016778910689368,off,60,10.0,5,0.0,1.0
0.002356987927253234,-0.3042371996479907,0.0,0.0,0.9998051280503404,off,60,10.0,6,0.0,1.0
0.002373353923250341,-0.39718900886974584,0.0,0.0,1.0021374385554054,off,60,10.0,7,0.0,1.0
0.002341376210667669,-0.34175258863156577,0.0,0.0,1.0001329005418502,off,60,10.0,8,0.0,1.0
0.002376073711137281,-0.3289730246951752,0.0,0.0,0.9984425272594847,off,60,10.0,9,0.0,1.0
0.002368329317508493,-0.2543228059976479,0.0,0.0,1.0006258407627808,off,60,10.0,10,0.0,1.0
0.0023598827259815073,-0.2276769581021867,0.0,0.0,0.9992056695295842,off,60,10.0,11,0.0,1.0
0.0023786715916312338,-0.2699225758036228,0.0,0.0,1.0001832363625676,off,60,10.0,12,0.0,1.0
0.0023792249601694744,-0.2714964502368771,0.0,0.0,1.0008933556571,off,60,10.0,13,0.0,1.0
0.002405958062944913,-0.40298514097455973,0.0,0.0,1.0013269880721667,off,60,10.0,14,0.0,1.0
0.002372893888994347,-0.2873787675007251,0.0,0.0,0.9948504745441404,off,60,10.0,15,0.0,1.0
0.0023627978718354934,-0.22838497269055757,0.0,0.0,1.0004202902268275,off,60,10.0,16,0.0,1.0
0.0024392392924740885,-0.23023696957673234,0.0,0.0,0.999076530919891,off,60,10.0,17,0.0,1.0
0.002394407640595822,-0.3554007846343423,0.0,0.0,1.0030448244244887,off,60,10.0,18,0.0,1.0
0.002382235223085416,-0.37217455950512734,0.0,0.0,0.9991984618681791,off,60,10.0,19,0.0,1.0
0.0023617885989648197,-0.33722192773862236,0.0,0.0,1.0029001650083083,off,60,10.0,20,0.0,1.0
0.0023918971274282663,-0.23890949080401835,0.0,0.0,1.0014995774177702,off,60,10.0,21,0.0,1.0
0.002361729889763224,-0.19600233479732854,0.0,0.0,0.997651630497221,off,60,10.0,22,0.0,1.0
0.002337337282217198,-0.36708058674148436,0.0,0.0,1.0024924417476009,off,60,10.0,23,0.0,1.0
0.002364777309058435,-0.1965679133073035,0.0,0.0,1.0034626281121175,off,60,10.0,24,0.0,1.0
0.0023727470116993226,-0.3268457634869737,0.0,0.0,1.0007187995759461,off,60,10.0,25,0.0,1.0
0.0023416790149807833,-0.32889042601955865,0.0,0.0,1.0016147783674678,off,60,10.0,26,0.0,1.0
0.0023446074640831724,-0.18701497643791898,0.0,0.0,0.9955331853924846,off,60,10.0,27,0.0,1.0
0.0023902344804996234,-0.3117934433863385,0.0,0.0,0.9996309032727164,off,60,10.0,28,0.0,1.0
0.0023730003067180846,-0.33250830117954333,0.0,0.0,0.9988542463819072,off,60,10.0,29,0.0,1.0
0.002362642744837802,-0.2857415734729787,0.0,0.0,0.9996294588264704,off,60,10.0,30,0.0,1.0
0.00031631930328992916,0.9681278229571917,0.0,0.0,0.9999833333333333,off,1,10.0,1,0.01,3.0
0.0003157979684845143,0.698312713646895,0.0,0.0,0.9999833333333333,off,1,10.0,2,0.01,3.0
0.0003177883951422999,1.076815341432905,0.0,0.0,0.9999833333333333,off,1,10.0,3,0.01,3.0
0.00031677776623113016,1.1604309118709288,0.0,0.0,0.9999833333333333,off,1,10.0,4,0.01,3.0
0.00031798804870654445,1.3494242528084994,0.0,0.0,0.9999833333333333,off,1,10.0,5,0.01,3.0
0.000319272246726066,1.2321669673093343,0.0,0.0,0.9999833333333333,off,1,10.0,6,0.01,3.0
0.0003156663918659401,0.7223328827379429,0.0,0.0,0.9999833333333333,off,1,10.0,7,0.01,3.0
0.0003173079537760913,0.9928332712354235,0.0,0.0,0.9999833333333333,off,1,10.0,8,0.01,3.0
0.00031785605832158984,1.1775219867387197,0.0,0.0,0.9999833333333333,off,1,10.0,9,0.01,3.0
0.00031729910224319844,0.8746754028642059,0.0,0.0,0.9999833333333333,off,1,10.0,10,0.01,3.0
0.00031759464525251405,1.4886642000563253,0.0,0.0,0.9999833333333333,off,1,10.0,11,0.01,3.0
0.000319050203231627,1.1143104606066316,0.0,0.0,0.9999833333333333,off,1,10.0,12,0.01,3.0
0.0003178013311871225,1.096929712683405,0.0,0.0,0.9999833333333333,off,1,10.0,13,0.01,3.0
0.0003165899732498059,1.1013328954608825,0.0,0.0,0.9999833333333333,off,1,10.0,14,0.01,3.0
0.0003181226908764935,0.802113467694229,0.0,0.0,0.9999833333333333,off,1,10.0,15,0.01,3.0
0.0003180942564244204,0.8451564509529068,0.0,0.0,0.9999833333333333,off,1,10.0,16,0.01,3.0
0.00031975636515630334,1.1551448809241407,0.0,0.0,0.9999833333333333,off,1,10.0,17,0.01,3.0
0.0003155573196625056,0.6883348652424379,0.0,0.0,0.9999833333333333,off,1,10.0,18,0.01,3.0
0.0003170548955896263,0.862005169177773,0.0,0.0,0.9999833333333333,off,1,10.0,19,0.01,3.0
0.0003184423471971145,1.2459439184785612,0.0,0.0,0.9999833333333333,off,1,10.0,20,0.01,3.0
0.0003206470319755156,0.9987203868117072,0.0,0.0,0.9999833333333333,off,1,10.0,21,0.01,3.0
0.0003197283300489057,1.218140413338923,0.0,0.0,0.9999833333333333,off,1,10.0,22,0.01,3.0
0.00031668758817947996,0.9025654365035884,0.0,0.0,0.9999833333333333,off,1,10.0,23,0.01,3.0
0.00031876657425117087,0.908778532664634,0.0,0.0,0.9999833333333333,off,1,10.0,24,0.01,3.0
0.00031719572082171025,0.9620542660023808,0.0,0.0,0.9999833333333333,off,1,10.0,25,0.01,3.0
0.000317864515222517,1.1488048187511257,0.0,0.0,0.9999833333333333,off,1,10.0,26,0.01,3.0
0.00032109986118609464,2.1245869886512354,0.0,0.0,0.9999833333333333,off,1,10.0,27,0.01,3.0
0.00031674078505417144,0.8381583597817395,0.0,0.0,0.9999833333333333,off,1,10.0,28,0.01,3.0
0.00031796234830503225,0.8143143021178538,0.0,0.0,0.9999833333333333,off,1,10.0,29,0.01,3.0
0.0003181478820570697,1.1705356386036474,0.0,0.0,0.9999833333333333,off,1,10.0,30,0.01,3.0
0.0007080749703936198,0.9679045594649964,0.0,0.0,1.000376347925137,off,5,10.0,1,0.01,3.0
0.0007062592411139613,0.6982011277020059,0.0,0.0,1.0004902363250496,off,5,10.0,2,0.01,3.0
0.0007097642369259417,1.0780058747124865,0.0,0.0,0.9975274811864433,off,5,10.0,3,0.01,3.0
0.0007081734700257247,1.160364575932494,0.0,0.0,1.0029871757008473,off,5,10.0,4,0.01,3.0
0.0007106246306704972,1.3496951941888167,0.0,0.0,1.002149558797937,off,5,10.0,5,0.01,3.0
0.0007137793726847269,1.231512140258376,0.0,0.0,1.0016040452889932,off,5,10.0,6,0.01,3.0
0.0007062025040833034,0.7226917551895706,0.0,0.0,1.00171905857529,off,5,10.0,7,0.01,3.0
0.0007091623821915427,0.9925660924122792,0.0,0.0,1.0001858500191645,off,5,10.0,8,0.01,3.0
0.0007108149415261497,1.1771770616414008,0.0,0.0,0.9958433582963534,off,5,10.0,9,0.01,3.0
0.0007094556010563818,0.8751211255445637,0.0,0.0,1.0002887514121506,off,5,10.0,10,0.01,3.0
0.0007099192631095522,1.4890437111843617,0.0,0.0,1.0014044043484551,off,5,10.0,11,0.01,3.0
0.0007134265662070818,1.114500579319424,0.0,0.0,1.0000343059708179,off,5,10.0,12,0.01,3.0
0.0007107385381331816,1.096446090929435,0.0,0.0,1.0007070219259413,off,5,10.0,13,0.01,3.0
0.0007087931007652836,1.1038053997598354,0.0,0.0,1.0004772305522998,off,5,10.0,14,0.01,3.0
0.000711288535038138,0.8019358902396116,0.0,0.0,0.997253768748896,off,5,10.0,15,0.01,3.0
0.0007109277616936517,0.8450839791557705,0.0,0.0,1.0022697817346669,off,5,10.0,16,0.01,3.0
0.0007165162624220259,1.155031126494138,0.0,0.0,1.000882455708768,off,5,10.0,17,0.01,3.0
0.0007063591658399503,0.6873611390727805,0.0,0.0,1.0021470678528273,off,5,10.0,18,0.01,3.0
0.0007093639092711701,0.8619346631857563,0.0,0.0,0.9996600370232341,off,5,10.0,19,0.01,3.0
0.0007118185019308162,1.245799355722986,0.0,0.0,1.001842583510769,off,5,10.0,20,0.01,3.0
0.0007171578824981177,0.9985834671582086,0.0,0.0,1.0017594612624061,off,5,10.0,21,0.01,3.0
0.0007145638585670626,1.2179924945696898,0.0,0.0,0.9985352701929935,off,5,10.0,22,0.01,3.0
0.0007074444723445776,0.9029977322410327,0.0,0.0,1.003983135209897,off,5,10.0,23,0.01,3.0
0.0007124883179139358,0.9089820444986398,0.0,0.0,1.0016646506756886,off,5,10.0,24,0.01,3.0
0.0007093507516254933,0.9621307863301491,0.0,0.0,1.0013237677715388,off,5,10.0,25,0.01,3.0
0.0007101519575456734,1.1481168832686262,0.0,0.0,1.0011226020212833,off,5,10.0,26,0.01,3.0
0.0007170761761836085,2.126976452157381,0.0,0.0,0.9982079446836617,off,5,10.0,27,0.01,3.0
0.0007088294625217309,0.8385960290143997,0.0,0.0,0.9995941655677282,off,5,10.0,28,0.01,3.0
0.0007112811428170536,0.8142823046042094,0.0,0.0,0.9970295782866448,off,5,10.0,29,0.01,3.0
0.0007111972319717196,1.170758083486919,0.0,0.0,1.0017964465588556,off,5,10.0,30,0.01,3.0
0.0012296860826348998,0.9674337340059349,0.0,0.0,1.0010790589882996,off,15,10.0,1,0.01,3.0
0.0012237670710469597,0.6979357564300606,0.0,0.0,0.9995305406297529,off,15,10.0,2,0.01,3.0
0.001225831780980959,1.0809608922753675,0.0,0.0,0.9979500738669492,off,15,10.0,3,0.01,3.0
0.001225902108779409,1.1602066421546366,0.0,0.0,1.0035770259973902,off,15,10.0,4,0.01,3.0
0.0012290609198296473,1.350400107967637,0.0,0.0,1.0015280330529828,off,15,10.0,5,0.01,3.0
0.0012357270722680646,1.229908976405472,0.0,0.0,1.001803672097646,off,15,10.0,6,0.01,3.0
0.0012246624354727844,0.7235692224257013,0.0,0.0,1.0021510837695762,off,15,10.0,7,0.01,3.0
0.001226782642858997,0.9919165656067692,0.0,0.0,1.0001199283206383,off,15,10.0,8,0.01,3.0
0.001231445188529535,1.1763627535941668,0.0,0.0,0.9974273478534179,off,15,10.0,9,0.01,3.0
0.0012286258771435877,0.8762486518604868,0.0,0.0,1.0003380849477148,off,15,10.0,10,0.01,3.0
0.0012285809673359925,1.4899412722281804,0.0,0.0,0.9996350754075644,off,15,10.0,11,0.01,3.0
0.001235735944369947,1.1149917219515748,0.0,0.0,1.0002095203165517,off,15,10.0,12,0.01,3.0
0.0012315289732646405,1.095263660456613,0.0,0.0,1.001302105000275,off,15,10.0,13,0.01,3.0
0.0012314170963617236,1.109896519765467,0.0,0.0,1.0025141271299938,off,15,10.0,14,0.01,3.0
0.001231763881874841,0.8015133210886063,0.0,0.0,0.9947643421293969,off,15,10.0,15,0.01,3.0
0.0012298652361652346,0.8449233829323837,0.0,0.0,1.0016021135622466,off,15,10.0,16,0.01,3.0
0.0012475421573615252,1.1548382195332296,0.0,0.0,0.9994597438711512,off,15,10.0,17,0.01,3.0
0.001226649327524126,0.6850075684209012,0.0,0.0,1.0030419813621332,off,15,10.0,18,0.01,3.0
0.0012303792665228045,0.8617564959774597,0.0,0.0,0.999307976136394,off,15,10.0,19,0.01,3.0
0.0012318852978623071,1.2454538528959311,0.0,0.0,1.005075096271275,off,15,10.0,20,0.01,3.0
0.0012428925638716388,0.9982766172544681,0.0,0.0,1.0012199257696806,off,15,10.0,21,0.01,3.0
0.0012360949202648874,1.2176320058478574,0.0,0.0,0.996874332447151,off,15,10.0,22,0.01,3.0
0.0012224133836631068,0.904083301965779,0.0,0.0,1.004867487643936,off,15,10.0,23,0.01,3.0
0.0012328203589208582,0.9095106205099155,0.0,0.0,1.0026112238471843,off,15,10.0,24,0.01,3.0
0.0012289871286404507,0.9623456293775909,0.0,0.0,0.9987133259368783,off,15,10.0,25,0.01,3.0
0.0012274251360919462,1.1464087521956126,0.0,0.0,1.0007982271515017,off,15,10.0,26,0.01,3.0
0.0012381048768463953,2.1330169427831756,0.0,0.0,0.9959923526620804,off,15,10.0,27,0.01,3.0
0.001230190481009918,0.8396996006192672,0.0,0.0,0.9999180530672221,off,15,10.0,28,0.01,3.0
0.0012332328078424413,0.8142063676500171,0.0,0.0,0.9969481293205127,off,15,10.0,29,0.01,3.0
0.0012309673703738149,1.1713216864219245,0.0,0.0,1.0010189133797498,off,15,10.0,30,0.01,3.0
0.0024877155978019483,0.9664812282205277,0.0,0.0,1.0001520633191079,off,60,10.0,1,0.01,3.0
0.0024519202325870735,0.6969769569984092,0.0,0.0,0.9997664027129319,off,60,10.0,2,0.01,3.0
0.0024224395560775124,1.0941476094872264,0.0,0.0,0.9970903077793103,off,60,10.0,3,0.01,3.0
0.002446017526918272,1.1596192290899854,0.0,0.0,1.003182538547075,off,60,10.0,4,0.01,3.0
0.0024430978985867037,1.3540513064346937,0.0,0.0,1.0004079285647856,off,60,10.0,5,0.01,3.0
0.0024665929050625987,1.2232168802390015,0.0,0.0,1.0010275486677727,off,60,10.0,6,0.01,3.0
0.00246179993696216,0.7272840148048325,0.0,0.0,1.0027157611342137,off,60,10.0,7,0.01,3.0
0.002440824532341671,0.9893004582072176,0.0,0.0,1.001148737151048,off,60,10.0,8,0.01,3.0
0.002465111774446412,1.1735095825180846,0.0,0.0,0.9978895688810656,off,60,10.0,9,0.01,3.0
0.002455913120032809,0.8814441987533477,0.0,0.0,1.0005465511412672,off,60,10.0,10,0.01,3.0
0.0024484270260254227,1.4933203942431685,0.0,0.0,0.9996969246622024,off,60,10.0,11,0.01,3.0
0.0024720328034357644,1.117454777013248,0.0,0.0,1.000409761973578,off,60,10.0,12,0.01,3.0
0.002467585798924147,1.0904103676051529,0.0,0.0,1.0006910166768257,off,60,10.0,13,0.01,3.0
0.0024955380346354827,1.1364737149160735,0.0,0.0,1.0020799327974717,off,60,10.0,14,0.01,3.0
0.002461840807850168,0.8000091257185651,0.0,0.0,0.9952954805358752,off,60,10.0,15,0.01,3.0
0.0024470649812003875,0.8445195876326532,0.0,0.0,1.0010805803322986,off,60,10.0,16,0.01,3.0
0.0025518598777928394,1.1554170265589843,0.0,0.0,0.9993418853452952,off,60,10.0,17,0.01,3.0
0.002480722261377964,0.6756100702674317,0.0,0.0,1.0025320064469032,off,60,10.0,18,0.01,3.0
0.0024753055425480487,0.8610266194574674,0.0,0.0,0.999599898224588,off,60,10.0,19,0.01,3.0
0.0024551346428847596,1.2441707400928763,0.0,0.0,1.0045720424939917,off,60,10.0,20,0.01,3.0
0.0024925148026008486,0.9974971072323973,0.0,0.0,1.0017356695177437,off,60,10.0,21,0.01,3.0
0.0024590963661243934,1.2161480973017271,0.0,0.0,0.9980770684068032,off,60,10.0,22,0.01,3.0
0.0024205744083003024,0.9091928369490057,0.0,0.0,1.003641460601257,off,60,10.0,23,0.01,3.0
0.002455296916502063,0.9121706953335114,0.0,0.0,1.0032577953948103,off,60,10.0,24,0.01,3.0
0.002461398362048263,0.9637171698283615,0.0,0.0,0.9993563061689535,off,60,10.0,25,0.01,3.0
0.002433296035513054,1.1390980165372522,0.0,0.0,1.000506905039919,off,60,10.0,26,0.01,3.0
0.0024437711683076018,2.1613183140300594,0.0,0.0,0.9957011708926208,off,60,10.0,27,0.01,3.0
0.0024817660251726637,0.8448787834306257,0.0,0.0,0.9996892045447777,off,60,10.0,28,0.01,3.0
0.00247718814625185,0.8139592743092847,0.0,0.0,0.9975340813529348,off,60,10.0,29,0.01,3.0
0.0024546351631331564,1.1739832827046222,0.0,0.0,1.000485769614445,off,60,10.0,30,0.01,3.0
0.0003390484241818125,2.877842322259821,0.0,0.0,0.9999833333333333,off,1,10.0,1,0.03,3.0
0.00033893957649411407,2.7064365389118805,0.0,0.0,0.9999833333333333,off,1,10.0,2,0.03,3.0
0.0003417443467333519,3.282152029005812,0.0,0.0,0.9999833333333333,off,1,10.0,3,0.03,3.0
0.00033824797261676015,2.433366368997186,0.0,0.0,0.9999833333333333,off,1,10.0,4,0.03,3.0
0.0003408809316174115,2.8301337005301725,0.0,0.0,0.9999833333333333,off,1,10.0,5,0.03,3.0
0.00033987188598317674,2.346756847199014,0.0,0.0,0.9999833333333333,off,1,10.0,6,0.03,3.0
0.0003384275409388797,2.589917902558944,0.0,0.0,0.9999833333333333,off,1,10.0,7,0.03,3.0
0.00033940326952721457,2.957327350422207,0.0,0.0,0.9999833333333333,off,1,10.0,8,0.03,3.0
0.0003421704847670324,2.979036595889843,0.0,0.0,0.9999833333333333,off,1,10.0,9,0.03,3.0
0.00034151060983635237,2.776810401631563,0.0,0.0,0.9999833333333333,off,1,10.0,10,0.03,3.0
0.00033945462498270756,2.867329208697723,0.0,0.0,0.9999833333333333,off,1,10.0,11,0.03,3.0
0.0003418229144250547,3.6196615471942932,0.0,0.0,0.9999833333333333,off,1,10.0,12,0.03,3.0
0.0003405915721021487,2.7206657400281076,0.0,0.0,0.9999833333333333,off,1,10.0,13,0.03,3.0
0.0003374340117690487,2.553969256572424,0.0,0.0,0.9999833333333333,off,1,10.0,14,0.03,3.0
0.0003417493902737996,2.5530281562636903,0.0,0.0,0.9999833333333333,off,1,10.0,15,0.03,3.0
0.00034157854594960826,2.6536041587919756,0.0,0.0,0.9999833333333333,off,1,10.0,16,0.03,3.0
0.00034208399633352976,3.363325981621207,0.0,0.0,0.9999833333333333,off,1,10.0,17,0.03,3.0
